id,status_of_project,label,planning_approval_street_no,planning_approval_street_name,zip,section_415_declaration_of_intent,section_415_declaration_label,tenure,total_units_in_building_or_phase,final_bmr_on_site,final_bmr_off_site,off_site_units_at_this_site,total_bmr_s_in_this_building_or_phase,principal_project_address,off_site_address,lottery_date,entitlement_yr,building_completion_calendar_year,description,latitude,longitude,location_address,location_city,location_state,location_zip
121,Entitled,5400 Geary Blvd,5400,Geary Blvd.,94121,ON,On-Site BMR Project,Ownership,37,4,0,0,4,,,,2013,,"5400 Geary Street, San Francisco, CA 94121",37.78050748,-122.4775012,5400 Geary Street,San Francisco,CA,94121
87,Completed,"Candlestick Point - The Cove, Phase I",1 & 101,Crescent Way,94134,ON,On-Site BMR Project,Ownership,128,14,0,0,14,,,37956,2002,2001,"101 Crescent Way, San Francisco, CA 94134",37.71125419,-122.3890186,101 Crescent Way,San Francisco,CA,94134
189,Completed,The Century,2200,Market Street,94114,ON,On-Site BMR Project,Ownership,22,3,0,0,3,,,41828,2008,2014,"2200 Market Street, San Francisco, CA 94114",37.76566378,-122.4314283,2200 Market Street,San Francisco,CA,94114
62,First Const Doc Issued,Summit 800,800,Brotherhood Way,94132,OFF/FEE,Combination Project,Ownership,182,0,36,0,0,,833 Jamestown (19/196 rental units) & 1 Capitol (17/28 ownership units),,2005,,"800 Brotherhood Way, San Francisco, CA 94132",37.71464215,-122.4787714,800 Brotherhood Way,San Francisco,CA,94132
180,Entitled,2198 Market,2198,Market Street,94114,ON,On-Site BMR Project,Rental,87,10,0,0,10,,,,2014,,"2198 Market Street, San Francisco, CA 94114",37.76630445,-122.4306379,2198 Market Street,San Francisco,CA,94114
148,Completed,348 Hyde,336,Hyde Street,94109,ON,On-Site BMR Project,Rental,12,1,0,0,1,,,,1999,2004,"336 Hyde Street, San Francisco, CA 94109",37.78406687,-122.4159555,336 Hyde Street,San Francisco,CA,94109
167,Completed,81 Lansing,81,Lansing Street,94105,ON,On-Site BMR Project,Ownership,33,3,0,0,3,,,,1994,2002,"81 Lansing Street, San Francisco, CA 94105",37.78573653,-122.3943318,81 Lansing Street,San Francisco,CA,94105
301,Completed,Pacific Homes (AKA 1800 Washington and 1701 Jackson),1901,Van Ness Avenue,94109,ON,On-Site BMR Project,Ownership,149,6,0,0,6,,,,1996,2002,"1901 Van Ness Avenue, San Francisco, CA 94109",37.79328282,-122.4230432,1901 Van Ness Avenue,San Francisco,CA,94109
133,Completed,Haight Street Lofts,645,Haight Street,94117,ON,On-Site BMR Project,Ownership,20,3,0,0,3,,,,1992,1995,"645 Haight Street, San Francisco, CA 94117",37.77177318,-122.4328456,645 Haight Street,San Francisco,CA,94117
47,Completed,18th & Arkansas,300,Arkansas Street,94107,ON,On-Site BMR Project,Ownership,61,6,0,0,6,,,,1991,1994,"300 Arkansas Street, San Francisco, CA 94107",37.76182668,-122.3984235,300 Arkansas Street,San Francisco,CA,94107
200,Entitled,706 Mission,706,Mission Street,94103,FEE,Fee BMR Project,Unknown,185,0,0,0,0,,,,2013,,"706 Mission Street, San Francisco, CA 94103",37.78603382,-122.4023482,706 Mission Street,San Francisco,CA,94103
138,Completed,Rincon Green,333,Harrison Street,94105,ON,On-Site BMR Project,Rental,326,49,0,0,49,,,41248,2009,2013,"333 Harrison Street, San Francisco, CA 94105",37.78706266,-122.3916641,333 Harrison Street,San Francisco,CA,94105
12,Completed,788 8th Avenue,788,08th Avenue,94103,ON,On-Site BMR Project,Rental,12,1,0,0,1,,,,1997,2004,"788 8th Avenue, San Francisco, CA 94118",37.77368366,-122.4658643,788 8th Avenue,San Francisco,CA,94118
277,BP Issued,832 Sutter Street,832,Sutter Street,94109,ON,On-Site BMR Project,Rental,20,2,0,0,2,,,,2014,,"832 Sutter Street, San Francisco, CA 94109",37.7885481,-122.4141326,832 Sutter Street,San Francisco,CA,94109
59,Completed,Galvin Apartments,785-787,Brannan Street,94103,ON (FOR OFF-SITE),Units for Off-Site Project,Rental,0,0,0,56,56,4th and Freelon (56 units),,38869,2005,2006,"785 Brannan Street, San Francisco, CA 94103",37.77346703,-122.4026409,785 Brannan Street,San Francisco,CA,94103
261,Completed,2900 Sloat Blvd.,2900,Sloat (aka Wawona),94116,ON,On-Site BMR Project,Ownership,60,6,0,0,6,,,,1995,1996,"2900 Sloat Blvd., San Francisco, CA 94116",37.73558775,-122.5053717,2900 Sloat Blvd,San Francisco,CA,94116
309,Completed,1725 Washington Street,1725,Washington Street,94109,ON,On-Site BMR Project,Ownership,16,2,0,0,2,,,41626,2003,2006,"1725 Washington Street, San Francisco, CA 94109",37.79317336,-122.4217768,1725 Washington Street,San Francisco,CA,94109
276,BP Issued,693 Sutter Street,693,Sutter Street,94102,UNDECLARED,Combination Project,Unknown,16,,,,,,,,2005,,"693 Sutter Street, San Francisco, CA 94102",37.78881312,-122.4116563,693 Sutter Street,San Francisco,CA,94102
142,Completed,Hayes Street Gardens,342,Hayes Street,94102,ON,On-Site BMR Project,Ownership,14,1,0,0,1,,,,1995,2004,"342 Hayes Street, San Francisco, CA 94102",37.777008,-122.4221732,342 Hayes Street,San Francisco,CA,94102
197,Completed,Potrero Square,701,Minnesota,94107,ON,On-Site BMR Project,Ownership,58,5,0,0,5,,,,1991,1993,"701 Minnesota, San Francisco, CA 94107",37.76127474,-122.3905154,701 Minnesota,San Francisco,CA,94107
243,Completed,949 Post Street,949,Post Street,94109,ON,On-Site BMR Project,Rental,24,24,0,0,24,,,,1997,1999,"949 Post Street, San Francisco, CA 94109",37.78711351,-122.4174765,949 Post Street,San Francisco,CA,94109
162,Completed,2545 Judah Street (AKA 1408 31st),2545,Judah Street,94122,ON,On-Site BMR Project,Rental,13,2,0,0,2,,,39653,2002,2008,"2545 Judah Street, San Francisco, CA 94122",37.76111342,-122.4895379,2545 Judah Street,San Francisco,CA,94122
299,Completed,900 Van Ness,900,Van Ness Avenue,94109,ON,On-Site BMR Project,Rental,28,3,0,0,3,,,,1999,2003,"900 Van Ness Avenue, San Francisco, CA 94109",37.78401617,-122.420946,900 Van Ness Avenue,San Francisco,CA,94109
1,Completed,The Metropolitan,333-355,01st Street,94105,ON,On-Site BMR Project,Ownership,342,34,0,0,34,,,38446,2000,2005,"333 1st Street, San Francisco, CA 94105",37.78690379,-122.3939008,333 1st Street,San Francisco,CA,94105
31,Entitled,Park Merced - Phase I,3711,19th Avenue,94132,ON/FEE/OFF,Combination Project,Rental?,5679,284,0,0,284,,,,2011,,"3711 19th Avenue, San Francisco, CA 94132",37.72040791,-122.4754144,3711 19th Avenue,San Francisco,CA,94132
120,Completed,6901 Geary Blvd,6901,Geary Blvd. (aka 501 33rd Street),94121,ON,On-Site BMR Project,Rental,15,2,0,0,2,,,,2001,2006,"6901 Geary Blvd., San Francisco, CA 94121",37.77966285,-122.4936274,6901 Geary Blvd,San Francisco,CA,94121
157,Completed,One Ecker Place,16,Jessie (aka One Ecker Place),94105,FEE,Fee BMR Project,Ownership,51,0,0,0,0,,,,2007,2010,"16 Jessie Street, San Francisco, CA 94105",37.7898133,-122.3987888,16 Jessie Street,San Francisco,CA,94105
15,Completed,"301-303, 307-309 & 313-315 Moraga",1701,09th Avenue,94122,FEE,Fee BMR Project,Unknown,6,0,0,0,0,,,,2010,2013,"1701 9th Avenue, San Francisco, CA 94122",37.75638791,-122.4658136,1701 9th Avenue,San Francisco,CA,94122
251,Completed,The Potrero,450,Rhode Island (aka 450 Kansas),94107,ON,On-Site BMR Project,Ownership,165,20,0,0,20,,,39160,2003,2007,"450 Rhode Island, San Francisco, CA 94107",37.76412894,-122.4025441,450 Rhode Island,San Francisco,CA,94107
307,Completed,945 Vermont,929,Vermont Street,94107,ON,On-Site BMR Project,Ownership,10,1,0,0,1,,,37639,1998,2004,"929 Vermont Street, San Francisco, CA 94107",37.75777411,-122.4035719,929 Vermont Street,San Francisco,CA,94107
264,Completed,566 South Van Ness Avenue,566,South Van Ness Avenue,94110,ON,On-Site BMR Project,Ownership,34,4,0,0,4,,,39345,2005,2007,"566 South Van Ness Avenue, San Francisco, CA 94110",37.76400795,-122.4174143,566 South Van Ness Avenue,San Francisco,CA,94110
32,Entitled,2350 19th Avenue,2350,19th Avenue,94107,FEE,Fee BMR Project,Unknown,10,0,0,0,0,,,,2008,,"2350 19th Avenue, San Francisco, CA 94107",37.76080512,-122.4054659,2350 19th Avenue,San Francisco,CA,94107
297,Completed,1868 Van Ness Avenue,1868,Van Ness Avenue,94109,FEE,Fee BMR Project,Unknown,35,0,0,0,0,,,,2007,2010,"1868 Van Ness Avenue, San Francisco, CA 94109",37.79287837,-122.4227263,1868 Van Ness Avenue,San Francisco,CA,94109
181,First Const Doc Issued,"Trinity Plaza Apartments, Phase III",1167,Market Street,94103,ON,On-Site BMR Project,Rental,550,83,0,0,83,,,,2006,,"1167 Market Street, San Francisco, CA 94103",37.77922755,-122.4140445,1167 Market Street,San Francisco,CA,94103
26,First Const Doc Issued,"Onyx, Phase II",1717,17th Street,94103,FEE,Fee BMR Project,Ownership,21,0,0,0,0,,,,2010,2014,"1717 17th Street, San Francisco, CA 94103",37.76482262,-122.4013976,1717 17th Street,San Francisco,CA,94103
92,BP Issued,25-35 Dolores Street,25-35,Dolores Street,94103,ON,On-Site BMR Project,Ownership,37,4,0,0,4,,,,2011,,"25 Dolores Street, San Francisco, CA 94103",37.7685537,-122.4266452,25 Dolores Street,San Francisco,CA,94103
17,First Const Doc Issued,248/252 9th Street,248/252,09th Street,94103,FEE,Fee BMR Project,Unknown,15,0,0,0,0,,,,2014,,"248 9th Street, San Francisco, CA 94103",37.77433701,-122.4123972,248 9th Street,San Francisco,CA,94103
262,BP Issued,2800 Sloat Boulevard,2800,Sloat Blvd.,94116,ON/FEE,Combination Project,Unknown,55,1,0,0,1,,,,2008,,"2800 Sloat Blvd., San Francisco, CA 94116",37.73558807,-122.5047296,2800 Sloat Blvd,San Francisco,CA,94116
69,Completed,901 Bush Street,901,Bush Street,94109,ON,On-Site BMR Project,Ownership,38,5,0,0,5,,,40088,2008,2008,"901 Bush Street, San Francisco, CA 94109",37.78970384,-122.4123062,901 Bush Street,San Francisco,CA,94109
125,Completed,True Hope Square,950,Gilman Ave. (aka Arelious Walker Drive; aka 900 Gilman),94124,ON (FOR OFF-SITE),Units for Off-Site Project,Ownership,0,0,0,20,20,300 Spear Street (20 units),,37703,2001,2007,"950 Gilman Ave., San Francisco, CA 94124",37.71770581,-122.3871554,950 Gilman Ave,San Francisco,CA,94124
229,Completed,8 Octavia,4-20,Octavia Blvd.,94102,ON,On-Site BMR Project,Ownership,47,7,0,0,7,,,41956,2012,2014,"4 Octavia Blvd., San Francisco, CA 94102",37.7725164,-122.423496,4 Octavia Blvd,San Francisco,CA,94102
145,Completed,1234 Howard Street,1234,Howard Street,94103,ON,On-Site BMR Project,Ownership,18,2,0,0,2,,,39307,2002,2007,"1234 Howard Street, San Francisco, CA 94103",37.77576353,-122.4122475,1234 Howard Street,San Francisco,CA,94103
37,Completed,3520 20th Street,3520,20th Street,94110,ON,On-Site BMR Project,Ownership,14,1,0,0,1,,,,2006,2008,"3520 20th Street, San Francisco, CA 94110",37.75861758,-122.4196416,3520 20th Street,San Francisco,CA,94110
29,Completed,"Onyx, Phase I",1717,17th Street,94103,ON,On-Site BMR Project,Ownership,20,2,0,0,2,,,41961,2010,2014,"1717 17th Street, San Francisco, CA 94103",37.76482262,-122.4013976,1717 17th Street,San Francisco,CA,94103
94,Completed,30 Dore Street,30,Dore Street,94103,ON,On-Site BMR Project,Rental,42,4,0,0,4,,,39224,2005,2007,"30 Dore Street, San Francisco, CA 94103",37.77408696,-122.4132569,30 Dore Street,San Francisco,CA,94103
222,Completed,199 New Montgomery,199,New Montgomery,94105,ON,On-Site BMR Project,Ownership,166,18,0,0,18,,,38311,2003,2006,"199 New Montgomery, San Francisco, CA 94105",37.79001812,-122.3962296,199 New,San Francisco,CA,94105
241,Completed,1946 Polk Street,1946,Polk Street (AKA 1591 or 1596 Pacific),94109,FEE,Fee BMR Project,Unknown,41,0,0,0,0,,,,2009,2013,"1946 Polk Street, San Francisco, CA 94109",37.79474737,-122.4214864,1946 Polk Street,San Francisco,CA,94109
43,Completed,1311 43rd Avenue,1311,43rd Avenue,94122,ON,On-Site BMR Project,Rental,12,1,0,0,1,,,,2000,2004,"1311 43rd Ave., San Francisco, CA 94122",37.76213895,-122.5028744,1311 43rd Ave,San Francisco,CA,94122
235,Completed,1461 Pine Street,1461,Pine Street,94109,FEE,Fee BMR Project,Rental,35,0,0,0,0,,,,2005,2013,"1461 Pine Street, San Francisco, CA 94109",37.78970268,-122.4197165,1461 Pine Street,San Francisco,CA,94109
18,Completed,AVA 55 9th,55,09th Street,94103,ON,On-Site BMR Project,Rental,273,33,0,0,33,,,41667,2011,2014,"55 9th Street, San Francisco, CA 94103",37.77681441,-122.4154116,55 9th Street,San Francisco,CA,94103
118,Completed,3445 Geary (PM Name 3425 Geary),3425,Geary Blvd,94118,ON,On-Site BMR Project,Rental,33,3,0,0,3,,,,1997,2001,"3425 Geary Blvd, San Francisco, CA 94118",37.78131292,-122.4557472,3425 Geary Blvd,San Francisco,CA,94118
105,Completed,The Folsom Lantern,1168-1174,Folsom Street,94103,ON,On-Site BMR Project,Rental,22,1,0,0,1,,,38465,2003,2005,"1168 Folsom Street, San Francisco, CA 94103",37.77555382,-122.4093979,1168 Folsom Street,San Francisco,CA,94103
141,First Const Doc Issued,450 Hayes,450,Hayes Street,94102,ON,On-Site BMR Project,Ownership,24,5,0,0,5,,,,2013,,"450 Hayes Street, San Francisco, CA 94102",37.77677876,-122.4239326,450 Hayes Street,San Francisco,CA,94102
30,Entitled,3420 18th Street,3420,18th Street,94110,FEE,Fee BMR Project,Unknown,16,0,0,0,0,,,,2014,,"3420 18th Street, San Francisco, CA 94110",37.76182783,-122.4199712,3420 18th Street,San Francisco,CA,94110
77,Completed,520 Chestnut Street,520,Chestnut Street,94133,ON,On-Site BMR Project,Ownership,20,2,0,0,2,,,39202,2004,2007,"520 Chestnut Street, San Francisco, CA 94133",37.8039276,-122.412032,520 Chestnut Street,San Francisco,CA,94133
215,Entitled,1000 Mississippi Street (1001 Texas),1000,Mississippi Street (aka 1001 Texas),94107,ON/FEE,Combination Project,Unknown,28,4,0,0,4,,,,2008,,"1000 Mississippi Street, San Francisco, CA 94107",37.75325601,-122.3937533,1000 Mississippi Street,San Francisco,CA,94107
60,First Const Doc Issued,270-280 Brighton,270-280,Brighton Street,94112,ON,On-Site BMR Project,Rental,29,3,0,0,3,,,,2014,,"270 Brighton Street, San Francisco, CA 94112",37.72331051,-122.4551043,270 Brighton Street,San Francisco,CA,94112
259,Completed,3190 Scott Street,3190,Scott Street,94123,ON,On-Site BMR Project,Ownership,12,1,0,0,1,2395 Lombard,,40738,2006,2010,"3190 Scott Street, San Francisco, CA 94123",37.79906837,-122.4409308,3190 Scott Street,San Francisco,CA,94123
201,Entitled,5050 Mission Street,5050,Mission Street,94112,ON,On-Site BMR Project,Unknown,61,9,0,0,9,,,,2008,,"5050 Mission Street, San Francisco, CA 94112",37.7174984,-122.4402848,5050 Mission Street,San Francisco,CA,94112
112,Entitled,325 Fremont,325,Fremont Street,94105,FEE,Fee BMR Project,Unknown,118,0,0,0,0,,,,2014,,"325 Fremont Street, San Francisco, CA 94105",37.78763434,-122.3930908,325 Fremont Street,San Francisco,CA,94105
156,Completed,Candlestick Heights,833-881,Jamestown Avenue,94124,ON (FOR OFF-SITE),Units for Off-Site Project,Rental,196,0,0,19,19,800 Brotherhood Way (19 units),,41856,2004,2014,"833 Jamestown Avenue, San Francisco, CA 94124",37.71667786,-122.3905191,833 Jamestown Avenue,San Francisco,CA,94124
95,Completed,Candlestick Cove,101,Executive Park,94134,ON,On-Site BMR Project,Ownership,150,18,0,0,18,,,40127,2005,2008,"101 Executive Park Blvd., San Francisco, CA 94134",37.71112974,-122.3948186,101 Executive Park Blvd,San Francisco,CA,94134
45,Completed,Ocean View Village,2251,Alemany Blvd,94112,ON,On-Site BMR Project,Ownership,37,2,0,0,2,,,,1992,1995,"2251 Alemany Blvd, San Francisco, CA 94112",37.7171487,-122.4431123,2251 Alemany Blvd,San Francisco,CA,94112
49,Completed,Silver Park,901-933,Bayshore Blvd.,94124,ON,On-Site BMR Project,Rental,40,4,0,0,4,,,,2003,2003,"901 Bayshore Blvd., San Francisco, CA 94124",37.73260597,-122.40442,901 Bayshore Blvd,San Francisco,CA,94124
306,Completed,Artani,818,Van Ness Avenue,94109,ON/FEE,Combination Project,Ownership,52,2,0,0,2,,,40487,2005,2008,"818 Van Ness Avenue, San Francisco, CA 94109",37.78318088,-122.4207859,818 Van Ness Avenue,San Francisco,CA,94109
221,Completed,74 New Montgomery Street,74,New Montgomery Street,94105,ON,On-Site BMR Project,Ownership,107,11,0,0,11,,,39729,2005,2008,"74 New Montgomery Street, San Francisco, CA 94105",37.78783714,-122.4009977,74 New Montgomery Street,San Francisco,CA,94105
224,Completed,248 Ocean Avenue,248,Ocean Avenue,94112,FEE,Fee BMR Project,Rental,5,0,0,0,0,,,,2008,2012,"248 Ocean Avenue, San Francisco, CA 94112",37.72323792,-122.4421319,248 Ocean Avenue,San Francisco,CA,94112
204,First Const Doc Issued,1415 Mission Street,1415,Mission Street,94103,ON,On-Site BMR Project,Rental,117,18,0,0,18,,,,2009,,"1415 Mission Street, San Francisco, CA 94103",37.77509751,-122.4160903,1415 Mission Street,San Francisco,CA,94103
283,Entitled,645 Texas,645,Texas Street,94107,ON,On-Site BMR Project,Ownership,91,11,0,0,11,,,,2014,,"645 Texas Street, San Francisco, CA 94107",37.75806448,-122.3950888,645 Texas Street,San Francisco,CA,94107
236,Entitled,1527-45 Pine,1527-45,Pine Street,94109,ON,On-Site BMR Project,Ownership,103,12,0,0,12,,,,2014,,"1527 Pine Street, San Francisco, CA 94109",37.78955289,-122.4209552,1527 Pine Street,San Francisco,CA,94109
23,Entitled,1150 16th Street (AKA 1208 8th Street),1150,16th Street,94107,ON,On-Site BMR Project,Ownership,15,0,0,0,2,,,,2012,,"1150 16th Street, San Francisco, CA 94107",37.76639379,-122.3981226,1150 16th Street,San Francisco,CA,94107
199,Completed,Millennium Tower,301,Mission Street,94105,OFF-SITE,Off-Site BMR Project,Ownership,419,0,81,0,0,,125 Mason Street (81 rental units),,2005,2009,"301 Mission Street, San Francisco, CA 94105",37.79095752,-122.3960406,301 Mission Street,San Francisco,CA,94105
218,Completed,75 Moss Street,75,Moss Street,94103,ON,On-Site BMR Project,Ownership,14,1,0,0,1,,,39699,2007,2008,"75 Moss Street, San Francisco, CA 94103",37.77750348,-122.4076406,75 Moss Street,San Francisco,CA,94103
143,BP Issued,1 Henry Adams,1,Henry Adams,94103,LAND DED,Land Dedication,Rental,239,0,0,0,0,,,,2013,,"1 Henry Adams, San Francisco, CA 94103",37.77446735,-122.412419,1 Henry,San Francisco,CA,94103
16,Entitled,520 9th Street,520,09th Street,94103,FEE,Fee BMR Project,Unknown,12,0,0,0,0,,,,2014,,"520 9th Street, San Francisco, CA 94103",37.77094699,-122.4081476,520 9th Street,San Francisco,CA,94103
65,Completed,1299 Bush Street,1299,Bush Street,94109,FEE,Fee BMR Project,Unknown,26,0,0,0,0,,,,2006,2008,"1299 Bush Street, San Francisco, CA 94109",37.788903,-122.4184364,1299 Bush Street,San Francisco,CA,94109
6,Completed,5800 Third Street - Buildings 1 & 2,5800,03rd Street,94124,ON,On-Site BMR Project,Ownership,139,17,0,0,17,,,,2005,2010,"5800 3rd Street, San Francisco, CA 94124",37.72488453,-122.3946798,5800 3rd Street,San Francisco,CA,94124
240,Completed,Argenta,1,Polk Street,94102,ON,On-Site BMR Project,Rental,179,9,0,0,9,,,40060,2001,2008,"1 Polk Street, San Francisco, CA 94102",37.77671647,-122.417866,1 Polk Street,San Francisco,CA,94102
269,Completed,The Infinity,300,"Spear Street (aka 160 Harrison, 301 Main)",94105,OFF-SITE,Off-Site BMR Project,Ownership,655,0,163,0,0,,888 7th Street (170/224 ownership units) & 900 Gilman (20 ownership units),,2003,2008,"300 Spear Street, San Francisco, CA 94105",37.78977758,-122.3906571,300 Spear Street,San Francisco,CA,94105
292,Completed,411 Valencia Street,411,Valencia Street,94103,ON,On-Site BMR Project,Ownership,16,2,0,0,2,,,41380,2010,2012,"411 Valencia Street, San Francisco, CA 94103",37.76626412,-122.4219646,411 Valencia Street,San Francisco,CA,94103
175,Completed,38 Dolores,2001,Market Street,94114,FEE,Fee BMR Project,Unknown,81,0,0,0,0,,,,2010,2013,"2001 Market Street, San Francisco, CA 94114",37.76871733,-122.4272409,2001 Market Street,San Francisco,CA,94114
163,Completed,888 7th Street,601,King Street,94107,ON/ON (FOR OFF-SITE),Combination Project,Ownership,80,27,0,143,170,300 Spear Street (143 units from Spear and 27 from bldg's own on-site BMR),,39041,2003,2008,"601 King Street, San Francisco, CA 94107",37.77058748,-122.4014506,601 King Street,San Francisco,CA,94107
282,Entitled,1201-1225 Tennessee,1201-1225,Tennessee Street,94107,ON,On-Site BMR Project,Rental,259,34,0,0,34,,,,2014,,"1201 Tennessee Street, San Francisco, CA 94107",37.75593507,-122.3890347,1201 Tennessee Street,San Francisco,CA,94107
53,Completed,Watermark,501,Beale Street,94105,ON,On-Site BMR Project,Ownership,135,16,0,0,16,,,38740,2003,2006,"501 Beale Street, San Francisco, CA 94105",37.78594394,-122.3892813,501 Beale Street,San Francisco,CA,94105
196,Completed,8 McLea Court,8,McLea Court,94103,ON,On-Site BMR Project,Rental,102,3,0,0,3,,,,2004,2007,"8 McLea Court, San Francisco, CA 94103",37.77229401,-122.4084184,8 McLea Court,San Francisco,CA,94103
169,Completed,545 Leavenworth,545,Leavenworth,94109,ON,On-Site BMR Project,Ownership,12,1,0,0,1,,,37848,1999,2001,"545 Leavenworth Street, San Francisco, CA 94109",37.78614329,-122.4147525,545 Leavenworth Street,San Francisco,CA,94109
48,Completed,329 Bay Street,329,Bay Street,94133,ON,On-Site BMR Project,Ownership,21,2,0,0,2,,,39297,2004,2007,"329 Bay Street, San Francisco, CA 94133",37.80571364,-122.4126957,329 Bay Street,San Francisco,CA,94133
139,Completed,1 Hawthorne,1,Hawthorne Street,94105,FEE,Fee BMR Project,Ownership,165,0,0,0,0,,,,2006,2010,"1 Hawthorne Street, San Francisco, CA 94105",37.78561439,-122.3989812,1 Hawthorne Street,San Francisco,CA,94105
93,Completed,1598 Dolores,1598,Dolores Street,94110,ON,On-Site BMR Project,Ownership,13,1,0,0,1,,,39043,2005,2004,"1598 Dolores Street, San Francisco, CA 94110",37.74397899,-122.4245135,1598 Dolores Street,San Francisco,CA,94110
232,Entitled,690 Page,690,Page Street,94117,ON,On-Site BMR Project,Ownership,12,0,0,0,1,,,,2014,,"690 Page Street, San Francisco, CA 94117",37.77288744,-122.4320022,690 Page Street,San Francisco,CA,94117
70,Completed,1635 California,1635,California  Street,94109,OFF-SITE,Off-Site BMR Project,Ownership,36,0,6,0,0,,2428 Bayshore Blvd. (6/12 ownership units),,2003,2006,"1635 California Street, San Francisco, CA 94109",37.79045282,-122.4213954,1635 California Street,San Francisco,CA,94109
208,Completed,1587 15th Street,1905,Mission Street,94103,ON,On-Site BMR Project,Ownership,24,3,0,0,3,,,39106,2004,2007,"1905 Mission Street, San Francisco, CA 94103",37.76653375,-122.4197753,1905 Mission Street,San Francisco,CA,94103
108,Completed,Mosso,900,Folsom Street,94103,ON,On-Site BMR Project,Rental,282,40,0,0,40,,,41864,2010,2014,"900 Folsom Street, San Francisco, CA 94107",37.77993364,-122.4038773,900 Folsom Street,San Francisco,CA,94107
146,Completed,1277 Howard Street/776 Tehama Street,1277,Howard Street,94103,ON,On-Site BMR Project,Ownership,14,2,0,0,2,,,,2003,2006,"1277 Howard Street, San Francisco, CA 94103",37.77530723,-122.4127303,1277 Howard Street,San Francisco,CA,94103
217,Completed,843 Montgomery,843-847,Montgomery Street,94133,FEE,Fee BMR Project,Unknown,13,0,0,0,0,,,,2002,2008,"843 Montgomery Street, San Francisco, CA 94133",37.79674875,-122.4035798,843 Montgomery Street,San Francisco,CA,94133
293,Completed,299 Valencia Street,299,Valencia Street,94103,ON,On-Site BMR Project,Ownership,36,4,0,0,4,,,41109,2008,2012,"299 Valencia Street, San Francisco, CA 94110",37.76824592,-122.4221527,299 Valencia Street,San Francisco,CA,94110
263,Completed,1 South Park,1,South Park Avenue,94107,FEE,Fee BMR Project,Ownership,35,0,0,0,0,,,,2004,2008,"1 South Park Avenue, San Francisco, CA 94107",37.78226701,-122.393062,1 South Park Avenue,San Francisco,CA,94107
39,Completed,2900 22nd Street,2900,22nd Street,94110,FEE,Fee BMR Project,Unknown,14,0,0,0,0,,,,2000,2003,"2900 22nd Street, San Francisco, CA 94110",37.75586823,-122.4124111,2900 22nd Street,San Francisco,CA,94110
284,Completed,Metro@Showplace Square,675,Townsend (aka 660 King or 701 8th Street),94103,ON,On-Site BMR Project,Rental,148,15,0,0,15,,,40051,1999,2006,"675 Townsend Street, San Francisco, CA 94103",37.77051719,-122.4032205,675 Townsend Street,San Francisco,CA,94103
42,Completed,St. Paul's Commons,317,29th Street,94131,ON,On-Site BMR Project,Ownership,36,4,0,0,4,,,,1996,1999,"317 29th Street, San Francisco, CA 94131",37.74362293,-122.4275083,317 29th Street,San Francisco,CA,94131
79,Completed,745 Clement,741,Clement Street,94118,ON,On-Site BMR Project,Ownership,14,1,0,0,1,,,,2000,2004,"741 Clement Street, San Francisco, CA 94118",37.78277286,-122.4673185,741 Clement Street,San Francisco,CA,94118
